Title,Category,Url,Image,Author,Description,Date,Page,label
akun whatsapp mengatasnamakan pj ketua tp pkk ntb ir hj lale prayatni,Hoaks,https://www.kominfo.go.id/content/detail/57120/hoaks-akun-whatsapp-mengatasnamakan-pj-ketua-tp-pkk-ntb-ir-hj-lale-prayatni/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-akun-whatsapp-mengatasnamakan-pj-ketua-tp-pkk-ntb-ir-hj-lale-prayatni.jpg,adhi004,beredar akun whatsapp mengatasnamakan penjabat pj ketua tim penggerak pemberdayaan kesejahteraan keluarga nusa tenggara barat tp pkk ntb ir hj lale prayatni bunda lale akun nama foto profil bunda lale faktanya akun whatsapp penipuan dilansir ntbprovgoid bunda lale mengklarifikasi pesan whatsapp nomor mengatasnamakan palsu bunda lale mengimbau masyarakat waspada melaporkan menerima pesan mencurigakan nomor whatsapp palsu mengatasnamakan,06-2024,4,0
akun whatsapp mengatasnamakan kepala bkpsdm kota bekasi,Hoaks,https://www.kominfo.go.id/content/detail/57096/hoaks-akun-whatsapp-mengatasnamakan-kepala-bkpsdm-kota-bekasi/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-akun-whatsapp-mengatasnamakan-pj-ketua-tp-pkk-ntb-ir-hj-lale-prayatni.jpg,Viska,beredar akun whatsapp mengatasnamakan kepala badan kepegawaian pengembangan sumber daya manusia bkpsdm kota bekasi dr nadih arifin msi akun nama foto profil dr nadih arifin msi faktanya akun beredar akun palsu badan kepegawaian pengembangan sumber daya manusia akun instagram resminya bkpsdmbekasikota akun akun palsu mengimbau aparatur lingkungan pemerintahan kota bekasi mengabaikan penawaran penawaran terkait kepegawaian,06-2024,4,0
viru sarscov dipatenkan,Hoaks,https://www.kominfo.go.id/content/detail/57095/hoaks-virus-sars-cov-2-telah-dipatenkan-sejak-tahun-2015/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-akun-whatsapp-kepala-bkpsdm-bekasi.jpg,Viska,beredar informasi mengeklaim viru bernama sarscov dipatenkan klaim memuat tangkapan layar jurnal penelitian berjudul msh homolog and potenti recombin link to sarscov furin cleavag site dihubungkan paten viru corona dilansir cekfaktatempoco berdasarkan hasil penelusuran tangkapan layar jurnal dibagikan hasil penelitian terkait perbedaan mutasi titik sarscov kelelawar ratg coronaviru jurnal viru sarscov dipatenkan menanggapi unggahan ahli epidemiolog penel indonesia universita griffith australia dicki budiman penel riset mengeksplorasi fitur spesifik kode genetik viru penyebab covid diken sarscov membandingkannya viru ditemukan kelelawar ratg jurnal penelitian paten viru sarscov,06-2024,4,0
gelombang dahsyat laut selatan berpotensi tsunami,Hoaks,https://www.kominfo.go.id/content/detail/57094/hoaks-gelombang-dahsyat-di-laut-selatan-berpotensi-tsunami/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-virus-sars-cov-2-dipatenkan-sejak-2015.jpg,Viska,beredar unggahan video platform youtub mengeklaim gelombang dahsyat laut selatan berpotensi tsunami unggahan video beredar juni ribu tayangan faktanya klaim unggahan dilansir turnbackhoaxid kesesuaian judul beredar pernyataan narat unggahan video narat berbicara gelombang kawasan jawa barat daerah istimewa yogyakarta diy narat video membacakan artikel termuat laman kompastv dirili juni berisi peringatan dikeluarkan badan meteorolog klimatolog geofisika bmkg masyarakat pesisir selatan kawasqn jawa barat diy artikel bmkg gelombang diprediksi berkisar meter kategori bmkg mengimbau masyarakat pesisir beraktivita laut waspada artikel gelombang berpotensi tsunami,06-2024,4,0
situ pendaftaran cpn menamakan kementerian sosial,Hoaks,https://www.kominfo.go.id/content/detail/57093/hoaks-situs-pendaftaran-cpns-menamakan-kementerian-sosial/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-gelombang-dahsyat-laut-selatan-potensi-tsunami.jpg,Viska,beredar situ mengatasnamakan kementerian sosial kemenso situ berisi tautan memuat informasi pendaftaran calon pegawai negeri sipil cpn kemenso faktanya kemenso surat nomor kementerian komunikasi informatika mengklarifikasi situ berisi tautan memuat informasi pendaftaran cpn kemenso kemenso informasi situ pendaftaran cpn terpusat badan kepegawaian negara bkn laman httpssscasnbkngoid,06-2024,4,0
bantuan masjid mengatasnamakan bupati bintan robi kurniawan,Hoaks,https://www.kominfo.go.id/content/detail/57092/hoaks-bantuan-masjid-mengatasnamakan-bupati-bintan-roby-kurniawan/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-bantuan-masjid-bupati-bintan-roby-kurniawan.jpg,Viska,beredar pesan whatsapp membagikan informasi bantuan masjid kabupaten bintan provinsi kepulauan riau pesan mengatasnamakan bupati bintan robi kurniawan faktanya informasi bantuan masjid mengatasnamakan bupati bintan pemerintah kabupaten bintan akun instagram resminya kabupatenbintan bupati bintan robi kurniawan membantah pesan seraya imbauan masyarakat waspada modu kejahatan mengatasnamakan pemerintah robi masyarakat melaporkan mengindikasikan penipuan,06-2024,5,0
prabowo lawan perintah presiden joko widodo tolak mentahmentah kaesang pangarep gubernur dki jakarta,Hoaks,https://www.kominfo.go.id/content/detail/57091/hoaks-prabowo-lawan-perintah-presiden-joko-widodo-tolak-mentah-mentah-kaesang-pangarep-jadi-gubernur-dki-jakarta/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-bantuan-masjid-bupati-bintan-roby-kurniawan.jpg,Viska,beredar unggahan video platform youtub juni klaim prabowo subianto lawan perintah presiden joko widodo jokowi menolak mentahmentah kaesang pangarep gubernur dki jakarta faktanya klaim unggahan video keliru dilansir turnbackhoaxid video manipulasi gambar berbeda digabung dikutip artikel kompascom berjudul tim gugu tuga sinkronisasi diisi petinggi gerindra dasco hak presiden terpilih video membaha prabowo subianto membentuk tim gugu tuga sinkronisasi berisi petinggi gerindra prose pemerintahan pasca pemerintahan presiden jokowi wakil presiden maruf amin narat membacakan artikel sindonewscom berjudul budi djiwandono maju pilgub jakarta poster duet kaesang gimmick artikel membaha wakil ketua partai gerindra budisatrio djiwandono maju pertarungan pemilihan gubernur jakarta,06-2024,5,0
akun whatsapp mengatasnamakan kepala dinkop ukm provinsi jateng,Hoaks,https://www.kominfo.go.id/content/detail/57090/hoaks-akun-whatsapp-mengatasnamakan-kepala-dinkop-ukm-provinsi-jateng/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-prabowo-lawan-perintah-presiden-jokowi-tolak-kaesang-gubernur-jakarta.jpg,Viska,beredar akun whatsapp mengatasnamakan kepala dina koperasi usaha menengah dinkop ukm provinsi jawa jateng edi s bramiyanto akun nama foto profil edi s bramiyanto faktanya dinkop ukm provinsi jateng situ resminya mengklarifikasi akun beredar mengatasnamakan kepala dinkop ukm provinsi jateng edi s bramiyanto penipuan mengimbau masyarakat berhatihati penipuan mengatasnamakan dinkop ukm provinsi jateng,06-2024,5,0
jokowi gadaikan wilayah indonesia ase,Hoaks,https://www.kominfo.go.id/content/detail/57089/hoaks-jokowi-gadaikan-sebagian-wilayah-indonesia-ke-asing/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-akun-whatsapp-kepala-dinkop-ukm-provinsi-jateng.jpg,Viska,beredar video beredar youtub mengeklaim presiden joko widodo jokowi gadaikan wilayah indonesia ase thumbnail video narasi berbunyi jokowi serahkan nkri china faktanya isi video informasi mendukung klaim narasi beredar thumbnail ditampilkan hasil manipulasi gambar berbeda digabung dilansir turnbackhoaxid narat video membacakan ulang artikel cnbcindonesiacom berjudul jokowi restui perpanjangan izin tambang freeport seumur cadangan artikel membaha presiden jokowi lampu hijau pt freeport indonesia memperoleh perpanjangan izin usaha pertambangan khusu iupk narasi klaim presiden jokowi gadaikan wilayah indonesia ase,06-2024,5,0
biaya persalinan dikenakan pajak persen,Hoaks,https://www.kominfo.go.id/content/detail/57087/hoaks-biaya-persalinan-akan-dikenakan-pajak-12-persen/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-jokowi-gadaikan-sebagian-wilayah-indonesia-ke-asing.jpg,adhi004,beredar unggahan media sosia facebook mengeklaim biaya persalinan dikenakan pajak persen unggahan dilengkapi narasi edan edan melahirkan dikenai pajak faktanya klaim biaya persalinan dikenakan pajak persen dilansir kompascom isu isu beredar direktorat jender pajak djp kementerian keuangan kemenkeu biaya melahirkan dikenakan pajak pertambahan nilai ppn direktur penyuluhan pelayanan hubungan masyarakat direktorat jender pajak kementerian keuangan djp kemenkeu dwi astuti terbitnya undangundang nomor harmonisasi peraturan perpajakan peraturan pemerintah nomor jasa pelayanan kesehatan persalinan melahirkan dibebaskan ppn,06-2024,5,0
perubahan lingkaran merah hitam tabung lpg tanda kondisi bahaya,Hoaks,https://www.kominfo.go.id/content/detail/57086/hoaks-perubahan-lingkaran-merah-menjadi-hitam-pada-tabung-lpg-merupakan-tanda-kondisi-bahaya/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-perubahan-lingkaran-merah-menjadi-hitam-pada-tabung-lpg-merupakan-tanda-kondisi-bahaya.jpg,adhi004,beredar unggahan foto media sosial facebook mengeklaim lingkaran berwarna merah berubah warna hitam tabung liquefi petroleum ga lpg tanda kondisi bahaya unggahan foto tabung lpg berukuran kilogram dilengkapi tanda panah mengarah lingkaran berwarna merah faktanya klaim unggahan foto keliru dilansir liputancom unit manag commun relat csr mor iii pertamina eko kristiawan informasi lingkaran merah tabung lpg indik ledakan standar nasion indonesia sni lingkaran merah tabung lpg menandakan isi tabung bahan mudah terbakar mencerminkan perubahan warna menandakan meledak,06-2024,6,0
polisi razia orang berkao palestina,Hoaks,https://www.kominfo.go.id/content/detail/57085/hoaks-polisi-razia-orang-berkaos-palestina/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-perubahan-lingkaran-merah-menjadi-hitam-pada-tabung-lpg-merupakan-tanda-kondisi-bahaya.jpg,adhi004,beredar video polisi mengamankan sekelompok pemuda kao berwarna hitam polisi terdengar darimana kao pesan berantai diklaim polisi razia orang baju palestina faktanya klaim video dilansir turnbackhoaxid informasi beredar desemb video penangkapan sekelompok pemuda baju palestin momen kepolisian resor kota polresta tangerang mengamankan remaja pergi jakarta mengikuti aksi remaja diamankan titik gerbang tol gerbang tol balaraja barat gerbang tol balaraja timur gerbang tol kedaton kami desemb malam dilansir detikcom kepala kepolisian resor kota kapolresta tangerang komb ade ari syam indradi anak bertolak jakarta mengikuti aksi istana negara,06-2024,6,0
tsunami laut selatan pangandaran,Hoaks,https://www.kominfo.go.id/content/detail/57084/hoaks-tsunami-di-laut-selatan-pangandaran/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-polisi-razia-orang-berkaos-palestina.jpg,adhi004,beredar unggahan platform youtub juni klaim tsunami laut selatan pangandaran faktanya dilansir turnbackhoxid isi video berbeda diklaim judul video tsunami laut selatan pangandaran narat membacakan ulang artikel berjudul peringatan gelombang perairan selatan pangandaran bmkg warga pesisir waspada diterbitkan tribun jabar mengutip tribun jabar badan meteorolog klimatolog geofisika bmkg stasiun meteorolog tunggul wulung kabupaten cilacap jawa mengeluarkan peringatan gelombang laut selatan pangandaran prakirawan bmkg stasiun meteorolog tunggul wulung kabupaten cilacap nurmaya pola angin wilayah indonesia utara bergerak selatan barat daya kecepatan angin berkisar knot wilayah indonesia selatan bergerak timur tenggara kecepatan angin berkisar knot,06-2024,6,0
akun facebook mengatasnamakan wakil ketua dpr aceh,Hoaks,https://www.kominfo.go.id/content/detail/57083/hoaks-akun-facebook-mengatasnamakan-wakil-ketua-dpr-aceh/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-tsunami-di-laut-selatan-pangandaran.jpg,adhi004,beredar akun media sosial facebook mengatasnamakan wakil ketua dewan perwakilan rakyat dpr aceh safaruddin akun foto profil safaruddin pakaian resmi faktanya akun media sosial facebook modu penipuan dilansir theacehpostcom akun facebook penipuan menyalahgunakan identita wakil ketua dpr aceh safaruddin kepala unit tindak pidana kanit tipit satreskrim polr dedi saputra memblokir menggubri akun masyarakat diimbau berhatihati menemukan mengonfirmasi kebenarannya terkait,06-2024,6,0
undian poin berhadiah ulang bni,Hoaks,https://www.kominfo.go.id/content/detail/57047/hoaks-undian-poin-berhadiah-hari-ulang-tahun-bni/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-akun-facebook-mengatasnamakan-wakil-ketua-dpr-aceh.jpg,Viska,beredar unggahan media sosial facebook berisi narasi mengklaim bank negara indonesia bni mengadakan program undian poin berhadiah ulang bni undian memenangkan hadiah utama unit mobil xpander toyota innova toyota fortun sepeda motor televisi lemari es unggahan disertai tautan berisi formulir onlin mengikuti program faktanya dikutip liputancom klaim program undian poin berhadiah ulang bni santer informasi program undian palsu mengatasnamakan bni tersebar media sosial modu penipuan pelaku akun palsu mengatasnamakan bni facebook unggahan narasi gebyar undian berhadiah bni pt bank negara indonesia persero tbk bni sebaran tautan penipuan mengimbau masyarakat waspada,06-2024,6,0
laut sabang mentawai diterjang ombak meter,Hoaks,https://www.kominfo.go.id/content/detail/57046/hoaks-laut-sabang-dan-mentawai-diterjang-ombak-45-meter/0/laporan_isu_hoaks,"https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-laut-sabang-mentawai-diterjang-ombak-4,5-meter_0.jpg",Viska,beredar unggahan video platform youtub juni ombak m laut sabang mentawai provinsi sumatera barat unggahan disertai narasi bencana inibaru laut sabang mentawai diterjang ombak mgelombang berdampak tsunami faktanya klaim unggahan video youtub dilansir turnbackhoaxid narat membacakan ulang artikel diterbitkan tempo berjudul waspada gelombang laut meter angin kencang perairan sabang mentawai dikutip msncom badan meteorolog klimatolog geofisika bmkg menerbitkan peringatan potensi gelombang daerah mei juni,06-2024,7,0
tanggul gunungkidul ambruk gelombang meter telan puluhan korban jiwa,Hoaks,https://www.kominfo.go.id/content/detail/57045/hoaks-tanggul-gunungkidul-ambruk-gelombang-setinggi-12-meter-telan-puluhan-korban-jiwa/0/laporan_isu_hoaks,"https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-laut-sabang-mentawai-diterjang-ombak-4,5-meter_0.jpg",Viska,beredar unggahan platform youtub mengunggah video bencana tanggul kabupaten gunungkidul ambruk judul unggahan mengeklaim ambruknya tanggul menyebabkan gelombang meter memakan puluhan korban jiwa faktanya informasi beredar dilansir turnbackhoaxid narat video membaca ulang artikel detikcom berjudul dihantam gelombang tanggul meter tpi baron ambrol artikel tanggul penahan gelombang pelelangan ikan tpi pantai baron kapanewon tanjungsari kabupaten gunungkidul ambrol kepala pelaksana tuga bpbd gunungkidul purwono tanggul ambrol akibat dampak gelombang pantai kawasan gunungkidul tanggul ambrol berkisar meter kejadian dikabarkan dampak korban jiwa,06-2024,7,0
kepala dina tata ruang kota kendari sumbangan,Hoaks,https://www.kominfo.go.id/content/detail/57044/hoaks-kepala-dinas-tata-ruang-kota-kendari-meminta-sumbangan/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-tanggul-gunungkidul-ambruk-gelombang-setinggi-12-meter-telan-korban.jpg,Viska,beredar unggahan media sosial surat edaran kepala dina kadi tata ruang kota kendari surat dilaksanakan penanganan bencana alam masyarakat menyumbangkan dana sukarela disertakan nomor reken faktanya informasi beredar modu penipuan dilansir beritakendarikotagoid kadi perumahan kawasan permukiman perumahan kota kendari agu salim surat beredar agu salim surat edaran mengkonfirmasinya dina perumahan nomor pribadinya aparat penegak hukum diharapkan menangkap pelaku penipuan korban,06-2024,7,0
video praktik penyebaran racun awan buatan,Hoaks,https://www.kominfo.go.id/content/detail/57043/hoaks-video-praktik-penyebaran-racun-melalui-awan-buatan/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-kepala-dinas-tata-ruang-kota-kendari-minta-sumbangan.jpg,Viska,beredar video media sosial instagram mengeklaim praktik penyebaran racun awan buatan video cerobong mengeluarkan asap putih faktanya klaim video dikutip cekfaktatempoco informasi informasi lawa ramai beredar februari didapati klaim narasi mei narasi dibangun mesin pembuat awan ciptaan nasa dianggap mesin menciptakan asap buatan mengandung racun reuter media berbasi london inggri mendapati cerita klaim cerita penyebaran racun asap pesawat awan ramai beredar,06-2024,7,0
ombak menyapu habi daerah bali,Hoaks,https://www.kominfo.go.id/content/detail/57042/hoaks-ombak-besar-menyapu-habis-2-daerah-di-bali/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-video-praktik-penyebaran-racun-awan-buatan.jpg,adhi004,beredar unggahan video platform youtub mei ombak menyapu habi daerah bali video berisi narasi bencana inipuluhan warga tewashari ombak menyapu habi daerah bali siang faktanya klaim unggahan video youtub dilansir turnbackhoaxid pencarian narat video berdurasi menit detik membacakan ulang artikel diterbitkan balitribunecoid berjudul masyarakat bali waspada potensi gelombang,06-2024,7,0
penggalian tol jawa timur mengeluarkan minyak mentah,Hoaks,https://www.kominfo.go.id/content/detail/57041/hoaks-penggalian-tol-di-jawa-timur-mengeluarkan-minyak-mentah/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-penggalian-tol-di-jawa-timur-mengeluarkan-minyak-mentah.jpg,adhi004,beredar video media sosial instagram facebook narasi mengeklaim pengeboran tol jawa timur mengeluarkan minyak mentah faktanya klaim menyesatkan dikutip turnbackhoaxid video pengeboran tol jawa timur video penggantian saluran pembuangan amerika serikat video diunggah pemilik akun bernama mcclure menyediakan layanan pipa ledeng ac minnesota amerika serikat desemb deskripsi unggahan gambar penggantian saluran pembuangan,06-2024,8,0
